가게,맛,양,주문,사용자id,리뷰
네네치킨-연희점,5,5,순살오리엔탈파닭/1,wb,맛있게 잘 먹었습니다.
네네치킨-연희점,5,5,후라이드（핫）/1(소스 추가(양념소스)),ha,잘먹엇슴미다ㅏㅏㅏ
네네치킨-연희점,5,4,"뼈 반반/1(반마리 선택(치즈스노윙반),반마리 선택(쇼킹핫반))",ji,리뷰이벤트로 받은 치즈볼도 너무맛있고 간만에 네네치킨 시켜먹는데 맛나네요~~
네네치킨-연희점,5,5,오리엔탈파닭＋로제게티/1,sm,정신차리고 보니 이미 다먹어버린 후였습니다.
네네치킨-연희점,5,5,어니언스노윙/1,40,치킨과 치즈볼 모두 맛있게 먹었습니다
네네치킨-연희점,5,5,닭다리/1(소스 추가(청양마요소스)),sh,밥이랑 같이 먹기 너무 좋아요 굽네 고추바사삭이랑 불금치킨 추천
네네치킨-연희점,5,5,순살（핫）/1,ha,양이 참 많아서 좋았습니다 ㅎㅎ
네네치킨-연희점,5,5,"뼈 반반/1(반마리 선택(치즈스노윙반),반마리 선택(양념반))",sb,어우 너무 최고에요
네네치킨-연희점,5,5,치즈스노윙/1,ch,배달도 빨리오고 맛있어요!
네네치킨-연희점,5,5,후라이드/1(소스 추가(크리미언소스)),gu,항상 믿고 먹는 후라이드 꿀맛
네네치킨-연희점,5,5,순살오리엔탈파닭/1,wb,맛있게 잘 먹었습니다.
네네치킨-연희점,5,5,후라이드（핫）/1(소스 추가(양념소스)),ha,잘먹엇슴미다ㅏㅏㅏ
네네치킨-연희점,5,4,"뼈 반반/1(반마리 선택(치즈스노윙반),반마리 선택(쇼킹핫반))",ji,리뷰이벤트로 받은 치즈볼도 너무맛있고 간만에 네네치킨 시켜먹는데 맛나네요~~
네네치킨-연희점,5,5,오리엔탈파닭＋로제게티/1,sm,정신차리고 보니 이미 다먹어버린 후였습니다.
네네치킨-연희점,5,5,어니언스노윙/1,40,치킨과 치즈볼 모두 맛있게 먹었습니다
네네치킨-연희점,5,5,닭다리/1(소스 추가(청양마요소스)),sh,밥이랑 같이 먹기 너무 좋아요 굽네 고추바사삭이랑 불금치킨 추천
네네치킨-연희점,5,5,순살（핫）/1,ha,양이 참 많아서 좋았습니다 ㅎㅎ
네네치킨-연희점,5,5,"뼈 반반/1(반마리 선택(치즈스노윙반),반마리 선택(양념반))",sb,어우 너무 최고에요
네네치킨-연희점,5,5,치즈스노윙/1,ch,배달도 빨리오고 맛있어요!
네네치킨-연희점,5,5,후라이드/1(소스 추가(크리미언소스)),gu,항상 믿고 먹는 후라이드 꿀맛
네네치킨-연희점,5,5,순살오리엔탈파닭/1,wb,맛있게 잘 먹었습니다.
네네치킨-연희점,5,5,후라이드（핫）/1(소스 추가(양념소스)),ha,잘먹엇슴미다ㅏㅏㅏ
네네치킨-연희점,5,4,"뼈 반반/1(반마리 선택(치즈스노윙반),반마리 선택(쇼킹핫반))",ji,리뷰이벤트로 받은 치즈볼도 너무맛있고 간만에 네네치킨 시켜먹는데 맛나네요~~
네네치킨-연희점,5,5,오리엔탈파닭＋로제게티/1,sm,정신차리고 보니 이미 다먹어버린 후였습니다.
네네치킨-연희점,5,5,어니언스노윙/1,40,치킨과 치즈볼 모두 맛있게 먹었습니다
네네치킨-연희점,5,5,닭다리/1(소스 추가(청양마요소스)),sh,밥이랑 같이 먹기 너무 좋아요 굽네 고추바사삭이랑 불금치킨 추천
네네치킨-연희점,5,5,순살（핫）/1,ha,양이 참 많아서 좋았습니다 ㅎㅎ
네네치킨-연희점,5,5,"뼈 반반/1(반마리 선택(치즈스노윙반),반마리 선택(양념반))",sb,어우 너무 최고에요
네네치킨-연희점,5,5,치즈스노윙/1,ch,배달도 빨리오고 맛있어요!
네네치킨-연희점,5,5,후라이드/1(소스 추가(크리미언소스)),gu,항상 믿고 먹는 후라이드 꿀맛
네네치킨-연희점,5,5,순살오리엔탈파닭/1,wb,맛있게 잘 먹었습니다.
네네치킨-연희점,5,5,후라이드（핫）/1(소스 추가(양념소스)),ha,잘먹엇슴미다ㅏㅏㅏ
네네치킨-연희점,5,4,"뼈 반반/1(반마리 선택(치즈스노윙반),반마리 선택(쇼킹핫반))",ji,리뷰이벤트로 받은 치즈볼도 너무맛있고 간만에 네네치킨 시켜먹는데 맛나네요~~
네네치킨-연희점,5,5,오리엔탈파닭＋로제게티/1,sm,정신차리고 보니 이미 다먹어버린 후였습니다.
네네치킨-연희점,5,5,어니언스노윙/1,40,치킨과 치즈볼 모두 맛있게 먹었습니다
네네치킨-연희점,5,5,닭다리/1(소스 추가(청양마요소스)),sh,밥이랑 같이 먹기 너무 좋아요 굽네 고추바사삭이랑 불금치킨 추천
네네치킨-연희점,5,5,순살（핫）/1,ha,양이 참 많아서 좋았습니다 ㅎㅎ
네네치킨-연희점,5,5,"뼈 반반/1(반마리 선택(치즈스노윙반),반마리 선택(양념반))",sb,어우 너무 최고에요
네네치킨-연희점,5,5,치즈스노윙/1,ch,배달도 빨리오고 맛있어요!
네네치킨-연희점,5,5,후라이드/1(소스 추가(크리미언소스)),gu,항상 믿고 먹는 후라이드 꿀맛
네네치킨-연희점,5,5,순살오리엔탈파닭/1,wb,맛있게 잘 먹었습니다.
네네치킨-연희점,5,5,후라이드（핫）/1(소스 추가(양념소스)),ha,잘먹엇슴미다ㅏㅏㅏ
네네치킨-연희점,5,4,"뼈 반반/1(반마리 선택(치즈스노윙반),반마리 선택(쇼킹핫반))",ji,리뷰이벤트로 받은 치즈볼도 너무맛있고 간만에 네네치킨 시켜먹는데 맛나네요~~
네네치킨-연희점,5,5,오리엔탈파닭＋로제게티/1,sm,정신차리고 보니 이미 다먹어버린 후였습니다.
네네치킨-연희점,5,5,어니언스노윙/1,40,치킨과 치즈볼 모두 맛있게 먹었습니다
네네치킨-연희점,5,5,닭다리/1(소스 추가(청양마요소스)),sh,밥이랑 같이 먹기 너무 좋아요 굽네 고추바사삭이랑 불금치킨 추천
네네치킨-연희점,5,5,순살（핫）/1,ha,양이 참 많아서 좋았습니다 ㅎㅎ
네네치킨-연희점,5,5,"뼈 반반/1(반마리 선택(치즈스노윙반),반마리 선택(양념반))",sb,어우 너무 최고에요
네네치킨-연희점,5,5,치즈스노윙/1,ch,배달도 빨리오고 맛있어요!
네네치킨-연희점,5,5,후라이드/1(소스 추가(크리미언소스)),gu,항상 믿고 먹는 후라이드 꿀맛
네네치킨-연희점,5,5,순살오리엔탈파닭/1,wb,맛있게 잘 먹었습니다.
네네치킨-연희점,5,5,후라이드（핫）/1(소스 추가(양념소스)),ha,잘먹엇슴미다ㅏㅏㅏ
네네치킨-연희점,5,4,"뼈 반반/1(반마리 선택(치즈스노윙반),반마리 선택(쇼킹핫반))",ji,리뷰이벤트로 받은 치즈볼도 너무맛있고 간만에 네네치킨 시켜먹는데 맛나네요~~
네네치킨-연희점,5,5,오리엔탈파닭＋로제게티/1,sm,정신차리고 보니 이미 다먹어버린 후였습니다.
네네치킨-연희점,5,5,어니언스노윙/1,40,치킨과 치즈볼 모두 맛있게 먹었습니다
네네치킨-연희점,5,5,닭다리/1(소스 추가(청양마요소스)),sh,밥이랑 같이 먹기 너무 좋아요 굽네 고추바사삭이랑 불금치킨 추천
네네치킨-연희점,5,5,순살（핫）/1,ha,양이 참 많아서 좋았습니다 ㅎㅎ
네네치킨-연희점,5,5,"뼈 반반/1(반마리 선택(치즈스노윙반),반마리 선택(양념반))",sb,어우 너무 최고에요
네네치킨-연희점,5,5,치즈스노윙/1,ch,배달도 빨리오고 맛있어요!
네네치킨-연희점,5,5,후라이드/1(소스 추가(크리미언소스)),gu,항상 믿고 먹는 후라이드 꿀맛
네네치킨-연희점,5,5,순살오리엔탈파닭/1,wb,맛있게 잘 먹었습니다.
네네치킨-연희점,5,5,후라이드（핫）/1(소스 추가(양념소스)),ha,잘먹엇슴미다ㅏㅏㅏ
네네치킨-연희점,5,4,"뼈 반반/1(반마리 선택(치즈스노윙반),반마리 선택(쇼킹핫반))",ji,리뷰이벤트로 받은 치즈볼도 너무맛있고 간만에 네네치킨 시켜먹는데 맛나네요~~
네네치킨-연희점,5,5,오리엔탈파닭＋로제게티/1,sm,정신차리고 보니 이미 다먹어버린 후였습니다.
네네치킨-연희점,5,5,어니언스노윙/1,40,치킨과 치즈볼 모두 맛있게 먹었습니다
네네치킨-연희점,5,5,닭다리/1(소스 추가(청양마요소스)),sh,밥이랑 같이 먹기 너무 좋아요 굽네 고추바사삭이랑 불금치킨 추천
네네치킨-연희점,5,5,순살（핫）/1,ha,양이 참 많아서 좋았습니다 ㅎㅎ
네네치킨-연희점,5,5,"뼈 반반/1(반마리 선택(치즈스노윙반),반마리 선택(양념반))",sb,어우 너무 최고에요
네네치킨-연희점,5,5,치즈스노윙/1,ch,배달도 빨리오고 맛있어요!
네네치킨-연희점,5,5,후라이드/1(소스 추가(크리미언소스)),gu,항상 믿고 먹는 후라이드 꿀맛
네네치킨-연희점,5,5,순살오리엔탈파닭/1,wb,맛있게 잘 먹었습니다.
네네치킨-연희점,5,5,후라이드（핫）/1(소스 추가(양념소스)),ha,잘먹엇슴미다ㅏㅏㅏ
네네치킨-연희점,5,4,"뼈 반반/1(반마리 선택(치즈스노윙반),반마리 선택(쇼킹핫반))",ji,리뷰이벤트로 받은 치즈볼도 너무맛있고 간만에 네네치킨 시켜먹는데 맛나네요~~
네네치킨-연희점,5,5,오리엔탈파닭＋로제게티/1,sm,정신차리고 보니 이미 다먹어버린 후였습니다.
네네치킨-연희점,5,5,어니언스노윙/1,40,치킨과 치즈볼 모두 맛있게 먹었습니다
네네치킨-연희점,5,5,닭다리/1(소스 추가(청양마요소스)),sh,밥이랑 같이 먹기 너무 좋아요 굽네 고추바사삭이랑 불금치킨 추천
네네치킨-연희점,5,5,순살（핫）/1,ha,양이 참 많아서 좋았습니다 ㅎㅎ
네네치킨-연희점,5,5,"뼈 반반/1(반마리 선택(치즈스노윙반),반마리 선택(양념반))",sb,어우 너무 최고에요
네네치킨-연희점,5,5,치즈스노윙/1,ch,배달도 빨리오고 맛있어요!
네네치킨-연희점,5,5,후라이드/1(소스 추가(크리미언소스)),gu,항상 믿고 먹는 후라이드 꿀맛
네네치킨-연희점,5,5,순살오리엔탈파닭/1,wb,맛있게 잘 먹었습니다.
네네치킨-연희점,5,5,후라이드（핫）/1(소스 추가(양념소스)),ha,잘먹엇슴미다ㅏㅏㅏ
네네치킨-연희점,5,4,"뼈 반반/1(반마리 선택(치즈스노윙반),반마리 선택(쇼킹핫반))",ji,리뷰이벤트로 받은 치즈볼도 너무맛있고 간만에 네네치킨 시켜먹는데 맛나네요~~
네네치킨-연희점,5,5,오리엔탈파닭＋로제게티/1,sm,정신차리고 보니 이미 다먹어버린 후였습니다.
네네치킨-연희점,5,5,어니언스노윙/1,40,치킨과 치즈볼 모두 맛있게 먹었습니다
네네치킨-연희점,5,5,닭다리/1(소스 추가(청양마요소스)),sh,밥이랑 같이 먹기 너무 좋아요 굽네 고추바사삭이랑 불금치킨 추천
네네치킨-연희점,5,5,순살（핫）/1,ha,양이 참 많아서 좋았습니다 ㅎㅎ
네네치킨-연희점,5,5,"뼈 반반/1(반마리 선택(치즈스노윙반),반마리 선택(양념반))",sb,어우 너무 최고에요
네네치킨-연희점,5,5,치즈스노윙/1,ch,배달도 빨리오고 맛있어요!
네네치킨-연희점,5,5,후라이드/1(소스 추가(크리미언소스)),gu,항상 믿고 먹는 후라이드 꿀맛
네네치킨-연희점,5,5,순살오리엔탈파닭/1,wb,맛있게 잘 먹었습니다.
네네치킨-연희점,5,5,후라이드（핫）/1(소스 추가(양념소스)),ha,잘먹엇슴미다ㅏㅏㅏ
네네치킨-연희점,5,4,"뼈 반반/1(반마리 선택(치즈스노윙반),반마리 선택(쇼킹핫반))",ji,리뷰이벤트로 받은 치즈볼도 너무맛있고 간만에 네네치킨 시켜먹는데 맛나네요~~
네네치킨-연희점,5,5,오리엔탈파닭＋로제게티/1,sm,정신차리고 보니 이미 다먹어버린 후였습니다.
네네치킨-연희점,5,5,어니언스노윙/1,40,치킨과 치즈볼 모두 맛있게 먹었습니다
네네치킨-연희점,5,5,닭다리/1(소스 추가(청양마요소스)),sh,밥이랑 같이 먹기 너무 좋아요 굽네 고추바사삭이랑 불금치킨 추천
네네치킨-연희점,5,5,순살（핫）/1,ha,양이 참 많아서 좋았습니다 ㅎㅎ
네네치킨-연희점,5,5,"뼈 반반/1(반마리 선택(치즈스노윙반),반마리 선택(양념반))",sb,어우 너무 최고에요
네네치킨-연희점,5,5,치즈스노윙/1,ch,배달도 빨리오고 맛있어요!
네네치킨-연희점,5,5,후라이드/1(소스 추가(크리미언소스)),gu,항상 믿고 먹는 후라이드 꿀맛
네네치킨-연희점,5,5,순살오리엔탈파닭/1,wb,맛있게 잘 먹었습니다.
네네치킨-연희점,5,5,후라이드（핫）/1(소스 추가(양념소스)),ha,잘먹엇슴미다ㅏㅏㅏ
네네치킨-연희점,5,4,"뼈 반반/1(반마리 선택(치즈스노윙반),반마리 선택(쇼킹핫반))",ji,리뷰이벤트로 받은 치즈볼도 너무맛있고 간만에 네네치킨 시켜먹는데 맛나네요~~
네네치킨-연희점,5,5,오리엔탈파닭＋로제게티/1,sm,정신차리고 보니 이미 다먹어버린 후였습니다.
네네치킨-연희점,5,5,어니언스노윙/1,40,치킨과 치즈볼 모두 맛있게 먹었습니다
네네치킨-연희점,5,5,닭다리/1(소스 추가(청양마요소스)),sh,밥이랑 같이 먹기 너무 좋아요 굽네 고추바사삭이랑 불금치킨 추천
네네치킨-연희점,5,5,순살（핫）/1,ha,양이 참 많아서 좋았습니다 ㅎㅎ
네네치킨-연희점,5,5,"뼈 반반/1(반마리 선택(치즈스노윙반),반마리 선택(양념반))",sb,어우 너무 최고에요
네네치킨-연희점,5,5,치즈스노윙/1,ch,배달도 빨리오고 맛있어요!
네네치킨-연희점,5,5,후라이드/1(소스 추가(크리미언소스)),gu,항상 믿고 먹는 후라이드 꿀맛
네네치킨-연희점,5,5,순살오리엔탈파닭/1,wb,맛있게 잘 먹었습니다.
네네치킨-연희점,5,5,후라이드（핫）/1(소스 추가(양념소스)),ha,잘먹엇슴미다ㅏㅏㅏ
네네치킨-연희점,5,4,"뼈 반반/1(반마리 선택(치즈스노윙반),반마리 선택(쇼킹핫반))",ji,리뷰이벤트로 받은 치즈볼도 너무맛있고 간만에 네네치킨 시켜먹는데 맛나네요~~
네네치킨-연희점,5,5,오리엔탈파닭＋로제게티/1,sm,정신차리고 보니 이미 다먹어버린 후였습니다.
네네치킨-연희점,5,5,어니언스노윙/1,40,치킨과 치즈볼 모두 맛있게 먹었습니다
네네치킨-연희점,5,5,닭다리/1(소스 추가(청양마요소스)),sh,밥이랑 같이 먹기 너무 좋아요 굽네 고추바사삭이랑 불금치킨 추천
네네치킨-연희점,5,5,순살（핫）/1,ha,양이 참 많아서 좋았습니다 ㅎㅎ
네네치킨-연희점,5,5,"뼈 반반/1(반마리 선택(치즈스노윙반),반마리 선택(양념반))",sb,어우 너무 최고에요
네네치킨-연희점,5,5,치즈스노윙/1,ch,배달도 빨리오고 맛있어요!
네네치킨-연희점,5,5,후라이드/1(소스 추가(크리미언소스)),gu,항상 믿고 먹는 후라이드 꿀맛
네네치킨-연희점,5,5,순살오리엔탈파닭/1,wb,맛있게 잘 먹었습니다.
네네치킨-연희점,5,5,후라이드（핫）/1(소스 추가(양념소스)),ha,잘먹엇슴미다ㅏㅏㅏ
네네치킨-연희점,5,4,"뼈 반반/1(반마리 선택(치즈스노윙반),반마리 선택(쇼킹핫반))",ji,리뷰이벤트로 받은 치즈볼도 너무맛있고 간만에 네네치킨 시켜먹는데 맛나네요~~
네네치킨-연희점,5,5,오리엔탈파닭＋로제게티/1,sm,정신차리고 보니 이미 다먹어버린 후였습니다.
네네치킨-연희점,5,5,어니언스노윙/1,40,치킨과 치즈볼 모두 맛있게 먹었습니다
네네치킨-연희점,5,5,닭다리/1(소스 추가(청양마요소스)),sh,밥이랑 같이 먹기 너무 좋아요 굽네 고추바사삭이랑 불금치킨 추천
네네치킨-연희점,5,5,순살（핫）/1,ha,양이 참 많아서 좋았습니다 ㅎㅎ
네네치킨-연희점,5,5,"뼈 반반/1(반마리 선택(치즈스노윙반),반마리 선택(양념반))",sb,어우 너무 최고에요
네네치킨-연희점,5,5,치즈스노윙/1,ch,배달도 빨리오고 맛있어요!
네네치킨-연희점,5,5,후라이드/1(소스 추가(크리미언소스)),gu,항상 믿고 먹는 후라이드 꿀맛
네네치킨-연희점,5,5,순살오리엔탈파닭/1,wb,맛있게 잘 먹었습니다.
네네치킨-연희점,5,5,후라이드（핫）/1(소스 추가(양념소스)),ha,잘먹엇슴미다ㅏㅏㅏ
네네치킨-연희점,5,4,"뼈 반반/1(반마리 선택(치즈스노윙반),반마리 선택(쇼킹핫반))",ji,리뷰이벤트로 받은 치즈볼도 너무맛있고 간만에 네네치킨 시켜먹는데 맛나네요~~
네네치킨-연희점,5,5,오리엔탈파닭＋로제게티/1,sm,정신차리고 보니 이미 다먹어버린 후였습니다.
네네치킨-연희점,5,5,어니언스노윙/1,40,치킨과 치즈볼 모두 맛있게 먹었습니다
네네치킨-연희점,5,5,닭다리/1(소스 추가(청양마요소스)),sh,밥이랑 같이 먹기 너무 좋아요 굽네 고추바사삭이랑 불금치킨 추천
네네치킨-연희점,5,5,순살（핫）/1,ha,양이 참 많아서 좋았습니다 ㅎㅎ
네네치킨-연희점,5,5,"뼈 반반/1(반마리 선택(치즈스노윙반),반마리 선택(양념반))",sb,어우 너무 최고에요
네네치킨-연희점,5,5,치즈스노윙/1,ch,배달도 빨리오고 맛있어요!
네네치킨-연희점,5,5,후라이드/1(소스 추가(크리미언소스)),gu,항상 믿고 먹는 후라이드 꿀맛
네네치킨-연희점,5,5,순살오리엔탈파닭/1,wb,맛있게 잘 먹었습니다.
네네치킨-연희점,5,5,후라이드（핫）/1(소스 추가(양념소스)),ha,잘먹엇슴미다ㅏㅏㅏ
네네치킨-연희점,5,4,"뼈 반반/1(반마리 선택(치즈스노윙반),반마리 선택(쇼킹핫반))",ji,리뷰이벤트로 받은 치즈볼도 너무맛있고 간만에 네네치킨 시켜먹는데 맛나네요~~
네네치킨-연희점,5,5,오리엔탈파닭＋로제게티/1,sm,정신차리고 보니 이미 다먹어버린 후였습니다.
네네치킨-연희점,5,5,어니언스노윙/1,40,치킨과 치즈볼 모두 맛있게 먹었습니다
네네치킨-연희점,5,5,닭다리/1(소스 추가(청양마요소스)),sh,밥이랑 같이 먹기 너무 좋아요 굽네 고추바사삭이랑 불금치킨 추천
네네치킨-연희점,5,5,순살（핫）/1,ha,양이 참 많아서 좋았습니다 ㅎㅎ
네네치킨-연희점,5,5,"뼈 반반/1(반마리 선택(치즈스노윙반),반마리 선택(양념반))",sb,어우 너무 최고에요
네네치킨-연희점,5,5,치즈스노윙/1,ch,배달도 빨리오고 맛있어요!
네네치킨-연희점,5,5,후라이드/1(소스 추가(크리미언소스)),gu,항상 믿고 먹는 후라이드 꿀맛
네네치킨-연희점,5,5,순살오리엔탈파닭/1,wb,맛있게 잘 먹었습니다.
네네치킨-연희점,5,5,후라이드（핫）/1(소스 추가(양념소스)),ha,잘먹엇슴미다ㅏㅏㅏ
네네치킨-연희점,5,4,"뼈 반반/1(반마리 선택(치즈스노윙반),반마리 선택(쇼킹핫반))",ji,리뷰이벤트로 받은 치즈볼도 너무맛있고 간만에 네네치킨 시켜먹는데 맛나네요~~
네네치킨-연희점,5,5,오리엔탈파닭＋로제게티/1,sm,정신차리고 보니 이미 다먹어버린 후였습니다.
네네치킨-연희점,5,5,어니언스노윙/1,40,치킨과 치즈볼 모두 맛있게 먹었습니다
네네치킨-연희점,5,5,닭다리/1(소스 추가(청양마요소스)),sh,밥이랑 같이 먹기 너무 좋아요 굽네 고추바사삭이랑 불금치킨 추천
네네치킨-연희점,5,5,순살（핫）/1,ha,양이 참 많아서 좋았습니다 ㅎㅎ
네네치킨-연희점,5,5,"뼈 반반/1(반마리 선택(치즈스노윙반),반마리 선택(양념반))",sb,어우 너무 최고에요
네네치킨-연희점,5,5,치즈스노윙/1,ch,배달도 빨리오고 맛있어요!
네네치킨-연희점,5,5,후라이드/1(소스 추가(크리미언소스)),gu,항상 믿고 먹는 후라이드 꿀맛
네네치킨-연희점,5,5,순살오리엔탈파닭/1,wb,맛있게 잘 먹었습니다.
네네치킨-연희점,5,5,후라이드（핫）/1(소스 추가(양념소스)),ha,잘먹엇슴미다ㅏㅏㅏ
네네치킨-연희점,5,4,"뼈 반반/1(반마리 선택(치즈스노윙반),반마리 선택(쇼킹핫반))",ji,리뷰이벤트로 받은 치즈볼도 너무맛있고 간만에 네네치킨 시켜먹는데 맛나네요~~
네네치킨-연희점,5,5,오리엔탈파닭＋로제게티/1,sm,정신차리고 보니 이미 다먹어버린 후였습니다.
네네치킨-연희점,5,5,어니언스노윙/1,40,치킨과 치즈볼 모두 맛있게 먹었습니다
네네치킨-연희점,5,5,닭다리/1(소스 추가(청양마요소스)),sh,밥이랑 같이 먹기 너무 좋아요 굽네 고추바사삭이랑 불금치킨 추천
네네치킨-연희점,5,5,순살（핫）/1,ha,양이 참 많아서 좋았습니다 ㅎㅎ
네네치킨-연희점,5,5,"뼈 반반/1(반마리 선택(치즈스노윙반),반마리 선택(양념반))",sb,어우 너무 최고에요
네네치킨-연희점,5,5,치즈스노윙/1,ch,배달도 빨리오고 맛있어요!
네네치킨-연희점,5,5,후라이드/1(소스 추가(크리미언소스)),gu,항상 믿고 먹는 후라이드 꿀맛
네네치킨-연희점,5,5,순살오리엔탈파닭/1,wb,맛있게 잘 먹었습니다.
네네치킨-연희점,5,5,후라이드（핫）/1(소스 추가(양념소스)),ha,잘먹엇슴미다ㅏㅏㅏ
네네치킨-연희점,5,4,"뼈 반반/1(반마리 선택(치즈스노윙반),반마리 선택(쇼킹핫반))",ji,리뷰이벤트로 받은 치즈볼도 너무맛있고 간만에 네네치킨 시켜먹는데 맛나네요~~
네네치킨-연희점,5,5,오리엔탈파닭＋로제게티/1,sm,정신차리고 보니 이미 다먹어버린 후였습니다.
네네치킨-연희점,5,5,어니언스노윙/1,40,치킨과 치즈볼 모두 맛있게 먹었습니다
네네치킨-연희점,5,5,닭다리/1(소스 추가(청양마요소스)),sh,밥이랑 같이 먹기 너무 좋아요 굽네 고추바사삭이랑 불금치킨 추천
네네치킨-연희점,5,5,순살（핫）/1,ha,양이 참 많아서 좋았습니다 ㅎㅎ
네네치킨-연희점,5,5,"뼈 반반/1(반마리 선택(치즈스노윙반),반마리 선택(양념반))",sb,어우 너무 최고에요
네네치킨-연희점,5,5,치즈스노윙/1,ch,배달도 빨리오고 맛있어요!
네네치킨-연희점,5,5,후라이드/1(소스 추가(크리미언소스)),gu,항상 믿고 먹는 후라이드 꿀맛
네네치킨-연희점,5,5,순살오리엔탈파닭/1,wb,맛있게 잘 먹었습니다.
네네치킨-연희점,5,5,후라이드（핫）/1(소스 추가(양념소스)),ha,잘먹엇슴미다ㅏㅏㅏ
네네치킨-연희점,5,4,"뼈 반반/1(반마리 선택(치즈스노윙반),반마리 선택(쇼킹핫반))",ji,리뷰이벤트로 받은 치즈볼도 너무맛있고 간만에 네네치킨 시켜먹는데 맛나네요~~
네네치킨-연희점,5,5,오리엔탈파닭＋로제게티/1,sm,정신차리고 보니 이미 다먹어버린 후였습니다.
네네치킨-연희점,5,5,어니언스노윙/1,40,치킨과 치즈볼 모두 맛있게 먹었습니다
네네치킨-연희점,5,5,닭다리/1(소스 추가(청양마요소스)),sh,밥이랑 같이 먹기 너무 좋아요 굽네 고추바사삭이랑 불금치킨 추천
네네치킨-연희점,5,5,순살（핫）/1,ha,양이 참 많아서 좋았습니다 ㅎㅎ
네네치킨-연희점,5,5,"뼈 반반/1(반마리 선택(치즈스노윙반),반마리 선택(양념반))",sb,어우 너무 최고에요
네네치킨-연희점,5,5,치즈스노윙/1,ch,배달도 빨리오고 맛있어요!
네네치킨-연희점,5,5,후라이드/1(소스 추가(크리미언소스)),gu,항상 믿고 먹는 후라이드 꿀맛
네네치킨-연희점,5,5,순살오리엔탈파닭/1,wb,맛있게 잘 먹었습니다.
네네치킨-연희점,5,5,후라이드（핫）/1(소스 추가(양념소스)),ha,잘먹엇슴미다ㅏㅏㅏ
네네치킨-연희점,5,4,"뼈 반반/1(반마리 선택(치즈스노윙반),반마리 선택(쇼킹핫반))",ji,리뷰이벤트로 받은 치즈볼도 너무맛있고 간만에 네네치킨 시켜먹는데 맛나네요~~
네네치킨-연희점,5,5,오리엔탈파닭＋로제게티/1,sm,정신차리고 보니 이미 다먹어버린 후였습니다.
네네치킨-연희점,5,5,어니언스노윙/1,40,치킨과 치즈볼 모두 맛있게 먹었습니다
네네치킨-연희점,5,5,닭다리/1(소스 추가(청양마요소스)),sh,밥이랑 같이 먹기 너무 좋아요 굽네 고추바사삭이랑 불금치킨 추천
네네치킨-연희점,5,5,순살（핫）/1,ha,양이 참 많아서 좋았습니다 ㅎㅎ
네네치킨-연희점,5,5,"뼈 반반/1(반마리 선택(치즈스노윙반),반마리 선택(양념반))",sb,어우 너무 최고에요
네네치킨-연희점,5,5,치즈스노윙/1,ch,배달도 빨리오고 맛있어요!
네네치킨-연희점,5,5,후라이드/1(소스 추가(크리미언소스)),gu,항상 믿고 먹는 후라이드 꿀맛
네네치킨-연희점,5,5,순살오리엔탈파닭/1,wb,맛있게 잘 먹었습니다.
네네치킨-연희점,5,5,후라이드（핫）/1(소스 추가(양념소스)),ha,잘먹엇슴미다ㅏㅏㅏ
네네치킨-연희점,5,4,"뼈 반반/1(반마리 선택(치즈스노윙반),반마리 선택(쇼킹핫반))",ji,리뷰이벤트로 받은 치즈볼도 너무맛있고 간만에 네네치킨 시켜먹는데 맛나네요~~
네네치킨-연희점,5,5,오리엔탈파닭＋로제게티/1,sm,정신차리고 보니 이미 다먹어버린 후였습니다.
네네치킨-연희점,5,5,어니언스노윙/1,40,치킨과 치즈볼 모두 맛있게 먹었습니다
네네치킨-연희점,5,5,닭다리/1(소스 추가(청양마요소스)),sh,밥이랑 같이 먹기 너무 좋아요 굽네 고추바사삭이랑 불금치킨 추천
네네치킨-연희점,5,5,순살（핫）/1,ha,양이 참 많아서 좋았습니다 ㅎㅎ
네네치킨-연희점,5,5,"뼈 반반/1(반마리 선택(치즈스노윙반),반마리 선택(양념반))",sb,어우 너무 최고에요
네네치킨-연희점,5,5,치즈스노윙/1,ch,배달도 빨리오고 맛있어요!
네네치킨-연희점,5,5,후라이드/1(소스 추가(크리미언소스)),gu,항상 믿고 먹는 후라이드 꿀맛
네네치킨-연희점,5,5,순살오리엔탈파닭/1,wb,맛있게 잘 먹었습니다.
네네치킨-연희점,5,5,후라이드（핫）/1(소스 추가(양념소스)),ha,잘먹엇슴미다ㅏㅏㅏ
롯데리아-홍대점,5,5,"모짜렐라인더 버거-베이컨 세트/1(디저트 변경(세트 포테이토),드링크 변경(세트 콜라（R）)),치킨버거/1,데리버거/1",ss,맛있게 먹겠습니다 감사합니다
롯데리아-홍대점,4,4,	,ch,"
전주비빔라이스버거세트/1(디저트 변경(세트 포테이토),드링크 변경(선택제로슈거콜라 R)),새우버거/1"
롯데리아-홍대점,5,5,힙&핫치킨버거/1,ry,최애버거 너무맛나요
롯데리아-홍대점,5,5,"치킨버거세트/1(디저트 변경(선택 포테이토（L）),드링크 변경(선택제로슈거콜라 L),햄버거 토핑 추가(L치즈 토핑),옵션 추가(머스타드소스)),웨지포테이토/1,페스츄리꽈배기/1",an,나무 맛있었어요 ㅎㅎ
